file,asset_id,serial,vendor,product,version,device_class,cdx_type,purdue_level,base_platform,sector,network_exposure,lifecycle,tlp,safety_sil,protocols,component_count,vulnerable_component_count
ICS-0178_abb_automation-builder-2-6_SBOM.json,ICS-0178,urn:uuid:ab296a6b-e1fe-5be2-a660-0ad28a454cb1,ABB Ltd,Automation Builder 2.6,2.11.38,engineering-workstation,application,3,windows,food-and-beverage,isolated-cell,design,AMBER,,modbus-tcp;profinet;ethercat,14,5
ICS-0179_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0179,urn:uuid:0a437249-d7cc-58b5-87cf-ec14b1f6da05,Emerson Electric,DeltaV MD Plus Controller SX,2.1.13,dcs-controller,firmware,1,vxworks,transportation-metro,remote-accessible,decommission,GREEN,,deltav-proprietary;modbus-tcp;opc-ua;hart-ip,20,8
ICS-0180_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0180,urn:uuid:27a080d8-70b1-57e2-b403-e99d346f0f77,Honeywell International,Experion C300 Controller C200E,5.9.36,dcs-controller,firmware,1,vxworks,oil-and-gas-midstream,remote-accessible,build,CLEAR,SIL2,fte;modbus-tcp;hart-ip;opc-ua,21,7
ICS-0181_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0181,urn:uuid:746185cb-390e-510a-9477-87253ec1ae1a,Yokogawa Electric,CENTUM VP Field Control Station AFV10D,5.2.20,dcs-controller,firmware,1,proprietary-rtos,wastewater,remote-accessible,operations,CLEAR,PLd (ISO 13849),vnet-ip;modbus-tcp;hart-ip;foundation-fieldbus,15,4
ICS-0182_abb_ac-800m-controller-pm891_SBOM.json,ICS-0182,urn:uuid:208c0313-269a-5331-befa-cf343884cab4,ABB Ltd,AC 800M Controller PM891,2.8.39,dcs-controller,firmware,1,vxworks,oil-and-gas-midstream,control-network,decommission,GREEN,,profibus;modbus-tcp;iec-61850-mms;opc-ua,19,7
ICS-0183_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0183,urn:uuid:e7e3acb2-2272-56ca-bca1-768e2ad98380,Siemens AG,SIMATIC PCS 7 AS Controller AS 417-4,6.24.33,dcs-controller,firmware,1,proprietary-rtos,power-distribution,control-network,design,RED,PLd (ISO 13849),profibus;profinet;opc-ua,15,4
ICS-0184_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0184,urn:uuid:e8b17f2f-28f5-5ebf-9bee-788afadb7a01,Hitachi Energy,Symphony Plus HPC800 BRC410,5.3.39,dcs-controller,firmware,1,vxworks,power-generation,dmz-routable,operations,AMBER,PLd (ISO 13849),modbus-tcp;iec-61850-mms;opc-ua,19,6
ICS-0185_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0185,urn:uuid:8645b5e2-9c2d-5c50-9150-94a8b54e15c4,Schneider Electric,Triconex Tricon CX Controller Trident 3,5.17.20,sis-logic-solver,firmware,1,proprietary-rtos,petrochemical,isolated-cell,decommission,CLEAR,SIL2,tristation;modbus-tcp;opc-ua,15,5
ICS-0186_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0186,urn:uuid:d4a71db3-847c-5de2-a2f2-df5923806ac9,HIMA Paul Hildebrandt GmbH,HIMax Safety Controller X-CPU 01,2.16.9,sis-logic-solver,firmware,1,proprietary-rtos,oil-and-gas-midstream,remote-accessible,design,RED,SIL3,safeethernet;modbus-tcp;opc-ua,15,4
ICS-0187_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0187,urn:uuid:d5bd6457-5b97-527c-8236-1bb262215344,Pilz GmbH,PSS 4000 Safety Controller PSSu H FS,1.4.2,sis-logic-solver,firmware,1,proprietary-rtos,pharmaceutical,isolated-cell,post-build,AMBER,SIL3 (IEC 61508),safetynet-p;profinet;modbus-tcp,17,4
ICS-0188_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0188,urn:uuid:705a276c-011a-58b4-9f30-851fe5a015a7,Siemens AG,SIMATIC S7-1500F Safety CPU 1516F-3 PN/DP,7.3.13,sis-logic-solver,firmware,1,proprietary-rtos,food-and-beverage,control-network,design,AMBER+STRICT,SIL3 (IEC 61508),profisafe;profinet;opc-ua,12,3
ICS-0189_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0189,urn:uuid:b4940286-b0bc-5e44-a802-f113250e5345,Rockwell Automation,GuardLogix Safety Controller 1756-L83ES,1.3.6,sis-logic-solver,firmware,1,vxworks,power-transmission,dmz-routable,post-build,CLEAR,SIL3,cip-safety;ethernet-ip,11,4
ICS-0190_moxa_mgate-protocol-gateway-5119_SBOM.json,ICS-0190,urn:uuid:a676716f-c737-5475-bedf-dc35a13637d4,Moxa Inc.,MGate Protocol Gateway 5119,6.14.9,protocol-gateway,firmware,3.5,linux,transportation-metro,control-network,decommission,RED,,modbus-tcp;ethernet-ip;profinet;dnp3;iec-60870-5-104,15,4
ICS-0191_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0191,urn:uuid:9dfe0603-51a8-598b-8d3c-4baf4efb5247,Softing Industrial Automation,edgeAggregator Gateway EA-300,1.12.7,protocol-gateway,application,3.5,linux,building-automation,dmz-routable,post-build,AMBER,,opc-ua;mqtt;modbus-tcp;s7comm,22,10
ICS-0192_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0192,urn:uuid:c8c01569-fb15-5d5e-9294-8419de333239,"Advantech Co., Ltd.",ECU-1251 Edge Gateway ECU-1051,4.6.23,protocol-gateway,firmware,3.5,linux,food-and-beverage,dmz-routable,operations,AMBER,,modbus-tcp;mqtt;opc-ua;dnp3,16,1
ICS-0193_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0193,urn:uuid:c429bb03-e692-592f-a729-0a71189b45bc,Phoenix Contact,FL MGUARD Security Appliance RS2000,1.17.0,industrial-firewall,firmware,3.5,linux,pharmaceutical,remote-accessible,decommission,GREEN,,ipsec;modbus-tcp-dpi;opc-ua,16,6
ICS-0194_belden_eagle40-industrial-firewall-eagle30_SBOM.json,ICS-0194,urn:uuid:2518169a-558c-503b-bc2f-bb1e0d619cfe,Belden / Hirschmann,EAGLE40 Industrial Firewall EAGLE30,1.5.31,industrial-firewall,firmware,3.5,linux,wastewater,control-network,decommission,CLEAR,,modbus-tcp-dpi;iec-61850-dpi;ipsec,10,4
ICS-0195_belden_rsp-managed-switch-rsp20_SBOM.json,ICS-0195,urn:uuid:a7d7d76e-91a8-5580-b67b-ee2ddb954adb,Belden / Hirschmann,RSP Managed Switch RSP20,9.23.33,industrial-switch,firmware,2,linux,manufacturing-discrete,remote-accessible,design,GREEN,,prp;hsr;iec-61850-mms;snmp,16,5
ICS-0196_westermo_lynx-dss-managed-switch-lynx-5612_SBOM.json,ICS-0196,urn:uuid:092b8a72-a844-55f0-a3fc-d8873c0e7532,Westermo Network Technologies,Lynx DSS Managed Switch Lynx-5612,5.8.4,industrial-switch,firmware,2,linux,oil-and-gas-upstream,control-network,operations,RED,,snmp;prp;modbus-tcp,14,4
ICS-0197_moxa_eds-managed-ethernet-switch-eds-508a_SBOM.json,ICS-0197,urn:uuid:6a981679-c371-532e-a3cd-7ea2558946d4,Moxa Inc.,EDS Managed Ethernet Switch EDS-508A,4.9.8,industrial-switch,firmware,2,linux,water-treatment,remote-accessible,post-build,RED,,snmp;prp;modbus-tcp,16,6
ICS-0198_siemens_scalance-x-industrial-switch-x308-2_SBOM.json,ICS-0198,urn:uuid:8593df0f-ab23-5379-9555-169db47a4e86,Siemens AG,SCALANCE X Industrial Switch X308-2,3.16.8,industrial-switch,firmware,2,linux,semiconductor-fab,dmz-routable,decommission,AMBER,,profinet;snmp;prp,19,8
ICS-0199_siemens_ruggedcom-rx1500-router-rx1400_SBOM.json,ICS-0199,urn:uuid:8b7e703d-6ef7-56a6-881d-4dc1b2c47db2,Siemens AG,RUGGEDCOM RX1500 Router RX1400,4.9.4,industrial-router,firmware,3.5,linux,power-transmission,isolated-cell,operations,CLEAR,,snmp;ipsec;iec-61850-mms,16,7
ICS-0200_abb_acs880-industrial-drive-acs880-07_SBOM.json,ICS-0200,urn:uuid:a7038f63-b6a4-574e-b7a3-e7e7f3c07c7b,ABB Ltd,ACS880 Industrial Drive ACS880-07,6.5.26,vfd-drive,firmware,1,proprietary-rtos,steel-and-metals,dmz-routable,build,CLEAR,,profinet;ethernet-ip;modbus-tcp;ethercat,19,8
ICS-0201_siemens_sinamics-s120-drive-cu310-2-pn_SBOM.json,ICS-0201,urn:uuid:d28fe359-880b-5fd4-a89a-b67434721649,Siemens AG,SINAMICS S120 Drive CU310-2 PN,4.13.27,vfd-drive,firmware,1,proprietary-rtos,steel-and-metals,isolated-cell,design,CLEAR,,profinet;profisafe;ethernet-ip,15,3
ICS-0202_danfoss_vlt-automationdrive-fc-102_SBOM.json,ICS-0202,urn:uuid:a1bc3e0d-8956-5544-a136-5718d064aaaf,Danfoss A/S,VLT AutomationDrive FC-102,9.3.23,vfd-drive,firmware,1,proprietary-rtos,manufacturing-discrete,dmz-routable,design,GREEN,,profinet;modbus-tcp;ethernet-ip,19,6
ICS-0203_rockwell_powerflex-755-drive-755t_SBOM.json,ICS-0203,urn:uuid:a90b38db-1338-509f-9a25-c55d59519c4c,Rockwell Automation,PowerFlex 755 Drive 755T,1.22.38,vfd-drive,firmware,1,proprietary-rtos,power-transmission,dmz-routable,decommission,CLEAR,,ethernet-ip;cip;devicenet,15,6
ICS-0204_bosch-rexroth_indradrive-controller-hcs02_SBOM.json,ICS-0204,urn:uuid:6cc11d4f-b836-5129-88af-6ba0e5757fc1,Bosch Rexroth AG,IndraDrive Controller HCS02,6.10.7,motion-controller,firmware,1,proprietary-rtos,power-distribution,control-network,operations,CLEAR,,sercos-iii;profinet;ethercat;ethernet-ip,21,7
ICS-0205_bosch-rexroth_indramotion-mlc-xm42_SBOM.json,ICS-0205,urn:uuid:9f56777f-92c4-5c3b-8032-7abe889d34b4,Bosch Rexroth AG,IndraMotion MLC XM42,4.1.19,motion-controller,firmware,1,linux,transportation-metro,control-network,build,AMBER+STRICT,,sercos-iii;opc-ua;profinet,16,6
ICS-0206_fuji_frenic-ace-inverter-frn0012e2s_SBOM.json,ICS-0206,urn:uuid:e879602f-3503-5c68-9646-3384e42cb164,Fuji Electric,FRENIC-Ace Inverter FRN0012E2S,2.0.1,vfd-drive,firmware,1,proprietary-rtos,petrochemical,remote-accessible,post-build,CLEAR,,modbus-tcp;profinet,12,4
ICS-0207_mitsubishi_melfa-robot-controller-cr800-r_SBOM.json,ICS-0207,urn:uuid:a4a360d7-72bc-5c78-879e-cf380ea8cce1,Mitsubishi Electric,MELFA Robot Controller CR800-R,1.24.9,robot-controller,firmware,1,proprietary-rtos,port-and-logistics,isolated-cell,design,RED,PLd (ISO 13849),cc-link-ie;ethernet-ip;melsoft,17,5
ICS-0208_abb_irc5-robot-controller-irc5-single_SBOM.json,ICS-0208,urn:uuid:58652400-2ca3-5e15-bdcd-d5160220b5ad,ABB Ltd,IRC5 Robot Controller IRC5 Single,1.17.25,robot-controller,firmware,1,vxworks,power-distribution,remote-accessible,build,AMBER+STRICT,,profinet;ethernet-ip;devicenet,15,7
ICS-0209_keyence_cnc-motion-unit-mc-2_SBOM.json,ICS-0209,urn:uuid:216a3528-1619-5c05-a0af-a3a237ad8d65,KEYENCE Corporation,CNC Motion Unit MC-2,9.1.27,cnc-controller,firmware,1,proprietary-rtos,power-transmission,control-network,post-build,CLEAR,,ethernet-ip;modbus-tcp,14,6
ICS-0210_mitsubishi_m800-cnc-controller-m850w_SBOM.json,ICS-0210,urn:uuid:025a811d-c645-5a34-a377-64864aae6980,Mitsubishi Electric,M800 CNC Controller M850W,6.12.23,cnc-controller,firmware,1,proprietary-rtos,pharmaceutical,control-network,design,GREEN,,cc-link-ie;melsoft;ethernet-ip,16,4
ICS-0211_emerson_rosemount-3051s-transmitter-3051smv_SBOM.json,ICS-0211,urn:uuid:5e54f249-cd72-52da-9ecc-5bc5abbede10,Emerson Electric,Rosemount 3051S Transmitter 3051SMV,6.13.27,field-transmitter,firmware,0,bare-metal,manufacturing-discrete,isolated-cell,design,RED,,hart;hart-ip;foundation-fieldbus,12,4
ICS-0212_yokogawa_eja-e-series-transmitter-eja430e_SBOM.json,ICS-0212,urn:uuid:362c7b5a-7e5a-5841-a74e-3699b87a059d,Yokogawa Electric,EJA-E Series Transmitter EJA430E,4.10.29,field-transmitter,firmware,0,bare-metal,water-treatment,isolated-cell,post-build,GREEN,,hart;foundation-fieldbus;profibus-pa,10,4
ICS-0213_honeywell_smartline-st800-transmitter-st700_SBOM.json,ICS-0213,urn:uuid:da9593ce-990a-5119-b849-8768e1e6b9f3,Honeywell International,SmartLine ST800 Transmitter ST700,2.15.11,field-transmitter,firmware,0,bare-metal,water-treatment,dmz-routable,operations,RED,,hart;foundation-fieldbus,10,3
ICS-0214_abb_merging-unit-sam600-sam600-ct_SBOM.json,ICS-0214,urn:uuid:a7b682b7-2c86-5c62-8b5f-82028ca750aa,ABB Ltd,Merging Unit SAM600 SAM600-CT,4.1.20,merging-unit,firmware,0,proprietary-rtos,district-heating,remote-accessible,decommission,CLEAR,,iec-61850-sv;iec-61850-goose;ptp-1588,17,5
ICS-0215_schneider_powerlogic-ion9000-meter-ion7650_SBOM.json,ICS-0215,urn:uuid:aa3d8e3c-28bc-5642-a632-a35b4a4ad541,Schneider Electric,PowerLogic ION9000 Meter ION7650,6.3.9,power-meter,firmware,1,linux,petrochemical,control-network,design,CLEAR,,modbus-tcp;dnp3;iec-61850-mms,18,5
ICS-0216_ge_epm-9900-power-meter-epm7000_SBOM.json,ICS-0216,urn:uuid:427249b2-f52f-5f3c-9839-2ff8e6f9ce02,GE Vernova,EPM 9900 Power Meter EPM7000,3.15.20,power-meter,firmware,1,proprietary-rtos,oil-and-gas-upstream,isolated-cell,post-build,AMBER,,modbus-tcp;dnp3;iec-61850-mms,14,4
ICS-0217_ptc_kepserverex-connectivity-platform-6-13_SBOM.json,ICS-0217,urn:uuid:79de9691-4f96-5f46-97dc-cbb0a7a12f6d,PTC Inc.,KEPServerEX Connectivity Platform 6.13,4.22.2,opc-server,application,3,windows,power-distribution,isolated-cell,operations,AMBER,,opc-ua;opc-da;modbus-tcp;ethernet-ip;s7comm,17,4
ICS-0218_softing_datafeed-opc-suite-v5-22_SBOM.json,ICS-0218,urn:uuid:cea672c8-6e21-53da-8241-10a18bb2c716,Softing Industrial Automation,dataFEED OPC Suite V5.22,1.21.30,opc-server,application,3,windows,pulp-and-paper,isolated-cell,build,AMBER+STRICT,,opc-ua;opc-da;mqtt;s7comm,17,5
ICS-0219_aveva_aveva-opc-ua-server-2023_SBOM.json,ICS-0219,urn:uuid:27e8f597-26f4-5a47-b9e0-cb468a856370,AVEVA Group plc,AVEVA OPC UA Server 2023,2.23.14,opc-server,application,3,windows,manufacturing-process,isolated-cell,build,CLEAR,,opc-ua;opc-da,12,3
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,urn:uuid:8f65f1ef-2868-5178-af8d-51b1e7fe088f,Honeywell International,Excel Web II BACnet Controller XL1000C1000,7.3.6,bas-controller,firmware,1,linux,district-heating,control-network,post-build,RED,,bacnet-ip;modbus-tcp;lonworks,17,9
ICS-0221_siemens_desigo-pxc-automation-station-pxc200-e-d_SBOM.json,ICS-0221,urn:uuid:8fca6753-ed91-54ec-92ad-012932abc3ed,Siemens AG,Desigo PXC Automation Station PXC200-E.D,3.14.15,bas-controller,firmware,1,proprietary-rtos,district-heating,dmz-routable,build,CLEAR,,bacnet-ip;modbus-tcp;knx,11,3
ICS-0222_schneider_smartx-as-p-controller-as-b_SBOM.json,ICS-0222,urn:uuid:be5e523b-45b6-537e-9f2e-08f9992b1667,Schneider Electric,SmartX AS-P Controller AS-B,1.6.5,bas-controller,firmware,1,linux,semiconductor-fab,remote-accessible,post-build,RED,,bacnet-ip;modbus-tcp;lonworks,13,4
ICS-0223_delta_ez-building-controller-ezns-500_SBOM.json,ICS-0223,urn:uuid:0fc58ab4-919c-564b-bc8a-14351536e164,Delta Electronics,eZ Building Controller eZNS-500,9.24.30,bas-controller,firmware,1,linux,district-heating,control-network,design,CLEAR,,bacnet-ip;modbus-tcp,13,3
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,urn:uuid:a5f3cda9-a237-575b-ad31-ab1485820f82,Phoenix Contact,Radioline Wireless Gateway RAD-900,7.11.33,wireless-gateway,firmware,1,freertos,building-automation,isolated-cell,build,AMBER+STRICT,,modbus-tcp;trusted-wireless,11,5
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,urn:uuid:026116f3-0910-54e9-aef5-e996502db79a,Moxa Inc.,AWK Industrial Wireless AP AWK-4131A,5.17.24,wireless-gateway,firmware,2,linux,water-treatment,isolated-cell,build,AMBER+STRICT,,snmp;modbus-tcp;wpa2,18,8
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,urn:uuid:71a5cf64-a84f-5fa4-a9ce-62850aed4a3f,Emerson Electric,Wireless 1420 Gateway 1410S,7.24.29,wireless-gateway,firmware,1,linux,chemical,isolated-cell,design,AMBER+STRICT,,wirelesshart;modbus-tcp;opc-ua,13,5
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,urn:uuid:67dede22-f7a7-5892-b3e2-96702bcce7a6,Siemens AG,SIMATIC S7-1500 CPU 1516-3 PN/DP,9.21.13,plc,firmware,1,proprietary-rtos,manufacturing-process,isolated-cell,post-build,CLEAR,,profinet;s7comm-plus;opc-ua;modbus-tcp,18,7
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,urn:uuid:894fc6a8-fc79-5009-a6b6-289b9a33053f,Siemens AG,SIMATIC S7-1200 CPU 1215C,2.15.17,plc,firmware,1,proprietary-rtos,manufacturing-process,remote-accessible,design,AMBER,PLd (ISO 13849),profinet;s7comm-plus;modbus-tcp,16,6
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,urn:uuid:828ae741-a719-511e-9d8a-c669b61fbe09,Siemens AG,SIMATIC S7-400 CPU 417-4H,8.23.34,plc,firmware,1,proprietary-rtos,manufacturing-discrete,dmz-routable,build,GREEN,PLd (ISO 13849),profibus;s7comm;industrial-ethernet,14,5
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,urn:uuid:657d2bb5-cddc-5453-9fa2-919df87786c0,Rockwell Automation,ControlLogix Controller 1756-L81E,4.10.34,plc,firmware,1,vxworks,chemical,remote-accessible,operations,CLEAR,,ethernet-ip;cip;devicenet,19,7
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,urn:uuid:e0e6890c-9861-5096-a782-dee0068dfab4,Rockwell Automation,CompactLogix Controller 5370-L33ER,6.3.25,plc,firmware,1,vxworks,pulp-and-paper,control-network,design,AMBER,,ethernet-ip;cip;modbus-tcp,15,7
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,urn:uuid:f5b4b1d1-681a-51d5-8fdc-7f2f9c2ae602,Rockwell Automation,MicroLogix Controller 1200-E,6.24.5,plc,firmware,1,proprietary-rtos,semiconductor-fab,dmz-routable,build,CLEAR,,ethernet-ip;df1,14,5
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,urn:uuid:67f4835e-2f3e-5dcc-9a9e-5d7caab41761,Schneider Electric,Modicon M340 Controller BMXP342030,4.15.3,plc,firmware,1,vxworks,building-automation,remote-accessible,post-build,AMBER,PLd (ISO 13849),modbus-tcp;ethernet-ip;canopen,20,9
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,urn:uuid:ccb73724-8b95-5daf-95f8-b101e5d92141,Schneider Electric,Modicon M580 ePAC BMEH586040,7.13.15,plc,firmware,1,linux,semiconductor-fab,remote-accessible,build,GREEN,SIL2,modbus-tcp;ethernet-ip;opc-ua;dnp3,22,8
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,urn:uuid:6eac2997-fd33-5207-a0ca-e186972bea12,Mitsubishi Electric,MELSEC iQ-R CPU R16CPU,9.0.31,plc,firmware,1,proprietary-rtos,food-and-beverage,control-network,design,RED,,cc-link-ie;melsoft;modbus-tcp;slmp,18,8
ICS-0236_mitsubishi_melsec-q-series-cpu-q13udh_SBOM.json,ICS-0236,urn:uuid:3b9b5d04-cb84-5fda-bbc5-aaa370137794,Mitsubishi Electric,MELSEC-Q Series CPU Q13UDH,3.19.9,plc,firmware,1,proprietary-rtos,district-heating,isolated-cell,operations,GREEN,,cc-link;melsoft;modbus-tcp,13,2
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,urn:uuid:69df4ebb-7594-58fd-a2c2-ab61908868c7,OMRON Corporation,SYSMAC NJ Machine Controller NJ501-1500,2.14.37,plc,firmware,1,proprietary-rtos,water-treatment,control-network,design,RED,PLd (ISO 13849),ethercat;ethernet-ip;opc-ua,12,5
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,urn:uuid:6cbc6d85-376b-5485-97bf-28a5bf6219fb,OMRON Corporation,SYSMAC CJ2 PLC CJ2H-CPU68,1.4.26,plc,firmware,1,proprietary-rtos,wastewater,isolated-cell,post-build,AMBER,,fins;ethernet-ip;modbus-tcp,16,6
ICS-0239_beckhoff_twincat-runtime-controller-cx2043_SBOM.json,ICS-0239,urn:uuid:82c462b1-9af8-5026-bf81-cc3dc826d5f9,Beckhoff Automation,TwinCAT Runtime Controller CX2043,4.5.6,plc,application,1,windows,food-and-beverage,isolated-cell,post-build,CLEAR,SIL2,ethercat;opc-ua;modbus-tcp;profinet,16,4
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,urn:uuid:a63f70fe-d85f-53ec-9247-9e8c738b1e0a,WAGO GmbH,PFC200 Controller 750-8212,7.19.2,plc,firmware,1,linux,wastewater,remote-accessible,operations,AMBER+STRICT,SIL2,modbus-tcp;profinet;canopen;mqtt;opc-ua,22,8
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,urn:uuid:e3a270ff-64c4-5d0f-b627-08132541cd9d,Phoenix Contact,AXC F 2152 Controller AXC-F-1152,4.1.10,plc,firmware,1,linux,pharmaceutical,remote-accessible,decommission,GREEN,SIL2,profinet;opc-ua;modbus-tcp;mqtt,19,6
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,urn:uuid:875131fe-3a46-56c9-be8c-237c5515a6cc,B&R Industrial Automation,X20 Controller X20CP0484,4.13.21,plc,firmware,1,proprietary-rtos,district-heating,control-network,decommission,AMBER+STRICT,PLd (ISO 13849),powerlink;opc-ua;modbus-tcp,16,6
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,urn:uuid:c77533c3-ab2c-5d50-ab92-ba4aeb7114ae,LS ELECTRIC,XGT PLC CPU XGR-CPUH,4.17.9,plc,firmware,1,proprietary-rtos,chemical,control-network,build,RED,PLd (ISO 13849),modbus-tcp;rapienet;ethernet-ip,11,5
ICS-0244_delta_as-series-plc-as324mt-a_SBOM.json,ICS-0244,urn:uuid:79a26d36-711d-582f-9b95-a256f6aa9633,Delta Electronics,AS Series PLC AS324MT-A,5.17.33,plc,firmware,1,proprietary-rtos,oil-and-gas-upstream,isolated-cell,decommission,RED,,modbus-tcp;ethernet-ip;canopen,17,4
ICS-0245_unitronics_unistream-plc-usc-b10-t24_SBOM.json,ICS-0245,urn:uuid:a644f430-a5b8-52f1-ba5d-aee4b7343d1e,Unitronics,UniStream PLC USC-B10-T24,2.6.39,plc,firmware,1,linux,building-automation,dmz-routable,operations,CLEAR,,modbus-tcp;canopen;mqtt,21,6
ICS-0246_idec_microsmart-fc6a-plc-fc6a-c24r2c_SBOM.json,ICS-0246,urn:uuid:ee88324f-9306-5e5c-b650-ed683234166e,IDEC Corporation,MicroSmart FC6A PLC FC6A-C24R2C,8.6.25,plc,firmware,1,proprietary-rtos,pharmaceutical,dmz-routable,design,CLEAR,,modbus-tcp;bacnet-ip,13,6
ICS-0247_panasonic_fp7-series-plc-afp7cps21_SBOM.json,ICS-0247,urn:uuid:0ee2d4b6-a894-5918-8609-2d08e4dde875,"Panasonic Industry Co., Ltd.",FP7 Series PLC AFP7CPS21,4.3.4,plc,firmware,1,proprietary-rtos,steel-and-metals,isolated-cell,operations,AMBER+STRICT,,modbus-tcp;mewtocol,11,4
ICS-0248_keyence_kv-8000-plc-kv-5500_SBOM.json,ICS-0248,urn:uuid:49673245-59e9-598c-9d8c-2a40caa2fb8b,KEYENCE Corporation,KV-8000 PLC KV-5500,4.16.26,plc,firmware,1,proprietary-rtos,oil-and-gas-upstream,remote-accessible,design,CLEAR,SIL2,ethernet-ip;modbus-tcp;kv-protocol,16,4
ICS-0249_fuji_micrex-sx-plc-np1ps-117r_SBOM.json,ICS-0249,urn:uuid:60f525cd-dfbf-54c0-8e2c-d56d6ece3eb5,Fuji Electric,MICREX-SX PLC NP1PS-117R,2.24.16,plc,firmware,1,proprietary-rtos,district-heating,isolated-cell,post-build,AMBER+STRICT,SIL2,modbus-tcp;fl-net,14,4
ICS-0250_codesys_codesys-control-runtime-rte-v3_SBOM.json,ICS-0250,urn:uuid:140368fd-cbe6-5eab-87cc-b1f769215cb2,CODESYS GmbH,CODESYS Control Runtime RTE V3,6.16.37,plc-runtime,application,1,linux,pulp-and-paper,isolated-cell,build,GREEN,,modbus-tcp;opc-ua;ethercat;canopen;profinet,23,10
ICS-0251_abb_rtu560-telecontrol-unit-560cig10_SBOM.json,ICS-0251,urn:uuid:b41dcc7e-d792-57b3-aca8-cd415e89b194,ABB Ltd,RTU560 Telecontrol Unit 560CIG10,3.20.38,rtu,firmware,1,linux,port-and-logistics,remote-accessible,post-build,AMBER,,iec-60870-5-104;dnp3;iec-61850-mms;modbus-tcp,15,4
ICS-0252_schneider_scadapack-rtu-570_SBOM.json,ICS-0252,urn:uuid:12ef3865-6dd4-5e47-901f-ec1030624196,Schneider Electric,SCADAPack RTU 570,4.17.40,rtu,firmware,1,vxworks,power-generation,isolated-cell,decommission,AMBER+STRICT,,dnp3;modbus-tcp;iec-60870-5-104,16,4
ICS-0253_ge_d20-mx-substation-controller-d400_SBOM.json,ICS-0253,urn:uuid:5e8f3eee-6461-5156-85b7-76c6e5b45963,GE Vernova,D20 MX Substation Controller D400,3.4.10,rtu,firmware,1,linux,power-generation,dmz-routable,post-build,AMBER+STRICT,,dnp3;iec-61850-mms;modbus-tcp,20,10
ICS-0254_siemens_sicam-a8000-rtu-cp-8000_SBOM.json,ICS-0254,urn:uuid:266808b5-ff34-50e4-ae79-37e835b8f7de,Siemens AG,SICAM A8000 RTU CP-8000,9.4.39,rtu,firmware,1,linux,semiconductor-fab,isolated-cell,design,RED,,iec-60870-5-104;iec-61850-mms;dnp3;modbus-tcp,20,9
ICS-0255_hitachi-energy_rtu500-series-rtu540_SBOM.json,ICS-0255,urn:uuid:2d12428e-4834-547e-b3a8-ee8dfae9ed9b,Hitachi Energy,RTU500 Series RTU540,1.8.37,rtu,firmware,1,proprietary-rtos,pharmaceutical,dmz-routable,operations,RED,,iec-60870-5-104;iec-61850-mms;dnp3,17,6
